need_bjp_review,reviewed,element_location,element_id,tooltip_text
FALSE,FALSE,index,data_input_waters_lockmass_correct,Click this box to indicate whether measured data have already been corrected for the lock mass value.
FALSE,TRUE,search_compounds,search_compounds_search_type,Select the type of search to perform. Precursor search limits itself to matching precursor mass-to-charge ratios between the error limits defined earlier. Search all attempts to find every possible match within the database and will take considerably longer.
TRUE,FALSE,search_compounds,search_compounds_mzrt,"Select the feature of interest to use in the search. These were provided on the data input page. If you need to change them, go back to the data input page, alter the feature list, and process your data again."
TRUE,FALSE,search_compounds,search_compounds_additional_title,Alter advanced parameters for compound matching here. Click the plus icon to the right to expand this box.
TRUE,FALSE,search_compounds,search_compounds_search_zoom,"Set the search window which will determine how data are grouped, ranging from {this_min} to {this_max} Daltons. The default of {paste0(this_value, collapse = ' to ')} Da is typical for most applications."
TRUE,FALSE,search_compounds,search_compounds_correlation,"Set the correlation rho threshold for peak deconvolution, ranging from {this_min} (uncorrelated) to {this_max} (fully correlated). The default of {this_value} is typical for most applications."
TRUE,FALSE,search_compounds,search_compounds_ph,"Set the percentage peak height threshold for processing, ranging from {this_min}% to {this_max}%. The default of {this_value}% is typical for most applications. Peaks with lesser relative heights will be ignored."
TRUE,FALSE,search_compounds,search_compounds_freq,"Set the minimum frequency for the number of times a mass must appear in scans across a peak, ranging from {this_min} to {this_max}. The default of {this_value} is typical for most applications, but this depends in part upon scan rate."
TRUE,FALSE,search_compounds,search_compounds_norm_function,"Choose a normalization function to use when matching compounds, either ""sum"" (typical default) for base peak normalization or ""mean"" for relative intensity normalization."
TRUE,FALSE,search_compounds,search_compounds_correlation_method,Choose a correlation method to use when matching compounds; pearson is the only method currently supported.
TRUE,FALSE,search_compounds,search_compounds_max_correl,"Set the maximum correlation to be used during the search refinement stage of the search function, ranging from {this_min} (uncorrelated) to {this_max} (completely correlated); the default of {this_value} is typical for most applications."
TRUE,FALSE,search_compounds,search_compounds_correl_bin,"Set the correlation bin size which will be used to group correlation results during the refinement stage of the search function, ranging from {this_min} to {this_max}; the default of {this_value} is typical for most applications."
TRUE,FALSE,search_compounds,search_compounds_max_ph,"Set the percentage of base peak height threshold to be used during the refinement stage of the search function, ranging from {this_min}% to {this_max}%; the default of {this_value}% is typical for most applications. Peaks with lesser relative heights will be ignored."
TRUE,FALSE,search_compounds,search_compounds_ph_bin,"Set the peak height bin size which will be used to group potential results during the refinement stage of the search function, ranging from {this_min} to {this_max}; the default of {this_value} is typical for most applications."
TRUE,FALSE,search_compounds,search_compounds_max_freq,"Set the maximum observation frequency will be used to group potential results during the refinement stage of the search function, ranging from {this_min} to {this_max}; the default of {this_value} is typical for most applications."
TRUE,FALSE,search_compounds,search_compounds_freq_bin,"Set the frequency bin size which will be used to during the refinement stage of the search function, ranging from {this_min} to {this_max}; the default of {this_value} is typical for most applications."
TRUE,FALSE,search_compounds,search_compounds_min_n_peaks,"Set the minimum number of spectra which must be present to be included in a match, ranging from {this_min} to {this_max}; the default of {this_value} is typical for most applications."
TRUE,FALSE,search_compounds,search_compounds_search_btn,Click here to execute a search for compounds matching this feature.
FALSE,TRUE,search_compounds,search_compounds_use_optimized_parameters,"Ensure this is checked to use optimized search parameters held within the database and speed up your search. If it is left unchecked, new search parameters will be generated, which may take a considerable amount of time."
FALSE,TRUE,search_compounds,search_compounds_butterfly_plot_label,Change the MS level to plot by clicking one of the options below. If no data are available for that level then MS1 will be selected.
FALSE,TRUE,search_compounds,search_compounds_uncertainty_btn,Click to see how this match score compares with bootstrapped scores for these data.
FALSE,TRUE,search_fragments,search_fragments_mzrt,"Select the feature of interest to use in the search. These were provided on the data input page. If you need to change them, go back to the data input page, alter the feature list, and process your data again."
FALSE,TRUE,search_fragments,search_fragments_search_btn,Click here to execute a search for known fragments found in this feature.
FALSE,TRUE,search_fragments,search_fragments_fragment_info,Click here to get more information about this fragment.
FALSE,TRUE,search_fragments,search_fragments_compound_info,Click here to get more information about the currently selected compound.
FALSE,TRUE,search_fragments,search_fragments_peak_info,Click here to get more information about the currently selected peak.
TRUE,FALSE,mod_data_input_parameters_manual,mod_search_parameter_precursor,Enter the mass-to-charge (m/z) ratio of interest. Settings from the data input page regarding mass accuracy will be used in conjunction with this value to match your data with known compounds and fragments.
TRUE,FALSE,mod_data_input_parameters_manual,mod_search_parameter_rt,Enter the retention time centroid for your feature of interest.
TRUE,FALSE,mod_data_input_parameters_manual,mod_search_parameter_rt_start,Enter the retention time of the beginning of the peak containing your feature of interest.
TRUE,FALSE,mod_data_input_parameters_manual,mod_search_parameter_rt_end,Enter the retention time of the end of the peak containing your feature of interest.
TRUE,FALSE,mod_data_input_parameters_manual,mod_data_input_search_parameter_save,Click here to save these parameters to your current session.
FALSE,TRUE,mod_data_input_parameters_manual,mod_search_parameter_cancel,Click here to cancel this action and close this dialog.
TRUE,FALSE,mod_data_input_parameters_upload,mod_upload_parameter_precursor,Select the column from your uploaded data file that contains the mass-to-charge (m/z) ratio of interest. Settings from the data input page regarding mass accuracy will be used in conjunction with this value to match your data with known compounds and fragments. The selected default is the first column in the file you provided.
TRUE,FALSE,mod_data_input_parameters_upload,mod_upload_parameter_rt,Select the column from your uploaded data file that contains the retention time centroid for your feature of interest. The selected default is the second column in the file you provided.
TRUE,FALSE,mod_data_input_parameters_upload,mod_upload_parameter_rt_start,Select the column from your uploaded data file that contains the beginning of the peak for your feature of interest. The selected default is the third column in the file you provided.
TRUE,FALSE,mod_data_input_parameters_upload,mod_upload_parameter_rt_end,Select the column from your uploaded data file that contains the end of the peak for your feature of interest. The selected default is the fourth column in the file you provided.
TRUE,FALSE,mod_data_input_parameters_upload,mod_upload_parameter_append,"If checked, uploaded parameters will be appended to the current parameter list. If left unchecked, it will replace the current list. Generally, this should always be checked. There is no limit to the number of features of interest that can be evaluated in a single session."
FALSE,TRUE,mod_data_input_parameters_upload,mod_data_input_upload_parameter_save,Click here to upload these parameters to your current session.
FALSE,TRUE,mod_data_input_parameters_upload,mod_upload_parameter_cancel,Click here to cancel this action and close this dialog.
FALSE,TRUE,mod_uncertainty_evaluation,mod_uncertainty_iterations,Set the number of bootstrap iterations to run and click the button below to visualize how this match score compares with bootstrapped estimates.
TRUE,FALSE,mod_uncertainty_evaluation,mod_uncertainty_mass_error_compare_actual,Set the tolerable mass error of measurements in parts per million (ppm).
TRUE,FALSE,mod_uncertainty_evaluation,mod_uncertainty_min_error_compare_actual,Set the minimum mass error of measurements in absolute terms (Daltons).
TRUE,FALSE,mod_uncertainty_evaluation,mod_uncertainty_weighting_mass,Set the weighting value for uncertainty estimation.
TRUE,FALSE,mod_uncertainty_evaluation,mod_uncertainty_mass_error_compare_with,Set the tolerable mass error for the reference spectra in parts per million (ppm).
TRUE,FALSE,mod_uncertainty_evaluation,mod_uncertainty_min_error_compare_with,Set the minimum mass error for the reference spectra in parts per million (ppm).
TRUE,FALSE,mod_uncertainty_evaluation,mod_uncertainty_weighting_intensity,Set the weighting intensity value for uncertainty estimation.
FALSE,TRUE,mod_uncertainty_evaluation,mod_uncertainty_calculate,Click here to calculate the range of match scores using these settings.
FALSE,TRUE,mod_uncertainty_evaluation,mod_uncertainty_msn,Change the MS level to plot by clicking one of the options below. If no data are available for that level then MS1 will be selected. This choice also affects the choice on the search compunds page.
FALSE,TRUE,mod_uncertainty_evaluation,mod_uncertainty_close,Click here or outside this dialog to cancel this action and return to the compound match page.
